Card Name,Card URL,Image URL,Description,Rarity Symbols
Giratina ex,https://pocket.limitlesstcg.com/cards/A2b/96,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_096_EN.webp,No Description,#96 · ☆☆☆
Weedle,https://pocket.limitlesstcg.com/cards/A2b/97,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_097_EN.webp,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",#97 · ☆
Kakuna,https://pocket.limitlesstcg.com/cards/A2b/98,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_098_EN.webp,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger.",#98 · ☆
Charmander,https://pocket.limitlesstcg.com/cards/A2b/99,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_099_EN.webp,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",#99 · ☆
Charmeleon,https://pocket.limitlesstcg.com/cards/A2b/100,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_100_EN.webp,"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.",#100 · ☆
Wiglett,https://pocket.limitlesstcg.com/cards/A2b/101,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_101_EN.webp,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,#101 · ☆
Dondozo,https://pocket.limitlesstcg.com/cards/A2b/102,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_102_EN.webp,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",#102 · ☆
Pachirisu,https://pocket.limitlesstcg.com/cards/A2b/103,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_103_EN.webp,It’s one of the kinds of Pokémon with electric cheek pouches. It shoots charges from its tail.,#103 · ☆
Riolu,https://pocket.limitlesstcg.com/cards/A2b/104,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_104_EN.webp,They communicate with one another using their auras. They are able to run all through the night.,#104 · ☆
Varoom,https://pocket.limitlesstcg.com/cards/A2b/105,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_105_EN.webp,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,#105 · ☆
Revavroom,https://pocket.limitlesstcg.com/cards/A2b/106,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_106_EN.webp,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders— now numbering eight—to generate energy.,#106 · ☆
Beedrill ex,https://pocket.limitlesstcg.com/cards/A2b/107,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_107_EN.webp,No Description,#107 · ☆☆
Charizard ex,https://pocket.limitlesstcg.com/cards/A2b/108,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_108_EN.webp,No Description,#108 · ☆☆
Wugtrio ex,https://pocket.limitlesstcg.com/cards/A2b/109,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_109_EN.webp,No Description,#109 · ☆☆
Lucario ex,https://pocket.limitlesstcg.com/cards/A2b/110,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_110_EN.webp,No Description,#110 · ☆☆
Poké Ball,https://pocket.limitlesstcg.com/cards/A2b/111,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_111_EN.webp,No Description,#111 · ♕
Potion,https://pocket.limitlesstcg.com/cards/P-A/1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_001_EN.webp,No Description,"#1
                    
                     · Shop"
X Speed,https://pocket.limitlesstcg.com/cards/P-A/2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_002_EN.webp,No Description,"#2
                    
                     · Shop"
Hand Scope,https://pocket.limitlesstcg.com/cards/P-A/3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_003_EN.webp,No Description,"#3
                    
                     · Shop"
Pokédex,https://pocket.limitlesstcg.com/cards/P-A/4,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_004_EN.webp,No Description,"#4
                    
                     · Shop"
Poké Ball,https://pocket.limitlesstcg.com/cards/P-A/5,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_005_EN.webp,No Description,"#5
                    
                     · Shop"
Red Card,https://pocket.limitlesstcg.com/cards/P-A/6,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_006_EN.webp,No Description,"#6
                    
                     · Shop"
Professor's Research,https://pocket.limitlesstcg.com/cards/P-A/7,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_007_EN.webp,No Description,"#7
                    
                     · Shop"
Pokédex,https://pocket.limitlesstcg.com/cards/P-A/8,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_008_EN.webp,No Description,"#8
                    
                     · Campaign"
Pikachu,https://pocket.limitlesstcg.com/cards/P-A/9,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_009_EN.webp,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.","#9
                    
                     · Premium Missions"
Mewtwo,https://pocket.limitlesstcg.com/cards/P-A/10,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_010_EN.webp,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,"#10
                    
                     · Premium Missions"
Chansey,https://pocket.limitlesstcg.com/cards/P-A/11,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_011_EN.webp,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,"#11
                    
                     · Wonder Pick"
Meowth,https://pocket.limitlesstcg.com/cards/P-A/12,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_012_EN.webp,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.","#12
                    
                     · Wonder Pick"
Butterfree,https://pocket.limitlesstcg.com/cards/P-A/13,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_013_EN.webp,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.","#13
                    
                     · Promo pack"
Lapras ex,https://pocket.limitlesstcg.com/cards/P-A/14,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_014_EN.webp,No Description,"#14
                    
                     · Promo pack"
Pikachu,https://pocket.limitlesstcg.com/cards/P-A/15,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_015_EN.webp,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.","#15
                    
                     · Promo pack"
Clefairy,https://pocket.limitlesstcg.com/cards/P-A/16,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_016_EN.webp,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,"#16
                    
                     · Promo pack"
Mankey,https://pocket.limitlesstcg.com/cards/P-A/17,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_017_EN.webp,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","#17
                    
                     · Promo pack"
Venusaur,https://pocket.limitlesstcg.com/cards/P-A/18,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_018_EN.webp,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,"#18
                    
                     · Promo pack"
Greninja,https://pocket.limitlesstcg.com/cards/P-A/19,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_019_EN.webp,"It creates throwing stars out of compressed water.  When it spins them and throws them at high speed,  these stars can split metal in two.","#19
                    
                     · Promo pack"
Haunter,https://pocket.limitlesstcg.com/cards/P-A/20,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_020_EN.webp,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,"#20
                    
                     · Promo pack"
Onix,https://pocket.limitlesstcg.com/cards/P-A/21,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_021_EN.webp,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.","#21
                    
                     · Promo pack"
Jigglypuff,https://pocket.limitlesstcg.com/cards/P-A/22,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_022_EN.webp,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.","#22
                    
                     · Promo pack"
Bulbasaur,https://pocket.limitlesstcg.com/cards/P-A/23,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_023_EN.webp,There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.,"#23
                    
                     · Wonder Pick"
Magnemite,https://pocket.limitlesstcg.com/cards/P-A/24,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_024_EN.webp,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.","#24
                    
                     · Wonder Pick"
Moltres ex,https://pocket.limitlesstcg.com/cards/P-A/25,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_025_EN.webp,No Description,"#25
                    
                     · Premium Missions"
Pikachu,https://pocket.limitlesstcg.com/cards/P-A/26,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_026_EN.webp,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.","#26
                    
                     · Campaign"
Snivy,https://pocket.limitlesstcg.com/cards/P-A/27,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_027_EN.webp,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,"#27
                    
                     · Promo pack"
Volcarona,https://pocket.limitlesstcg.com/cards/P-A/28,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_028_EN.webp,"Its burning body causes it to be unpopular in hot parts of the world, but in cold ones, Volcarona is revered as an embodiment of the sun.","#28
                    
                     · Promo pack"
Blastoise,https://pocket.limitlesstcg.com/cards/P-A/29,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_029_EN.webp,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.","#29
                    
                     · Promo pack"
Eevee,https://pocket.limitlesstcg.com/cards/P-A/30,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_030_EN.webp,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,"#30
                    
                     · Promo pack"
Cinccino,https://pocket.limitlesstcg.com/cards/P-A/31,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_031_EN.webp,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.,"#31
                    
                     · Promo pack"
Charmander,https://pocket.limitlesstcg.com/cards/P-A/32,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_032_EN.webp,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.","#32
                    
                     · Wonder Pick"
Squirtle,https://pocket.limitlesstcg.com/cards/P-A/33,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_033_EN.webp,"When it retracts its long neck into its shell, it squirts out water with vigorous force.","#33
                    
                     · Wonder Pick"
Piplup,https://pocket.limitlesstcg.com/cards/P-A/34,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_034_EN.webp,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.,"#34
                    
                     · Premium Missions"
Turtwig,https://pocket.limitlesstcg.com/cards/P-A/35,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_035_EN.webp,It uses its whole body to photosynthesize when exposed to sunlight. Its shell is made from hardened soil.,"#35
                    
                     · Promo pack"
Electivire,https://pocket.limitlesstcg.com/cards/P-A/36,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_036_EN.webp,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.,"#36
                    
                     · Promo pack"
Cresselia ex,https://pocket.limitlesstcg.com/cards/P-A/37,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_037_EN.webp,No Description,"#37
                    
                     · Promo pack"
Misdreavus,https://pocket.limitlesstcg.com/cards/P-A/38,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_038_EN.webp,This Pokémon startles people in the middle of the night. It gathers fear as its energy.,"#38
                    
                     · Promo pack"
Skarmory,https://pocket.limitlesstcg.com/cards/P-A/39,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_039_EN.webp,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.","#39
                    
                     · Promo pack"
Chimchar,https://pocket.limitlesstcg.com/cards/P-A/40,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_040_EN.webp,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.,"#40
                    
                     · Wonder Pick"
Togepi,https://pocket.limitlesstcg.com/cards/P-A/41,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_041_EN.webp,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,"#41
                    
                     · Wonder Pick"
Darkrai ex,https://pocket.limitlesstcg.com/cards/P-A/42,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_042_EN.webp,No Description,"#42
                    
                     · Premium Missions"
Cherrim,https://pocket.limitlesstcg.com/cards/P-A/43,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_043_EN.webp,"After absorbing plenty of sunlight, Cherrim takes this form. It’s full of energy while it’s like this, and its liveliness will go on until sundown.","#43
                    
                     · Promo pack"
Raichu,https://pocket.limitlesstcg.com/cards/P-A/44,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_044_EN.webp,"Its tail discharges electricity into the ground, protecting it from getting shocked.","#44
                    
                     · Promo pack"
Nosepass,https://pocket.limitlesstcg.com/cards/P-A/45,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_045_EN.webp,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.","#45
                    
                     · Promo pack"
Gible,https://pocket.limitlesstcg.com/cards/P-A/46,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_046_EN.webp,"It skulks in caves, and when prey or an enemy passes by, it leaps out and chomps them. The force of its attack sometimes chips its teeth.","#46
                    
                     · Promo pack"
Staraptor,https://pocket.limitlesstcg.com/cards/P-A/47,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_047_EN.webp,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","#47
                    
                     · Promo pack"
Manaphy,https://pocket.limitlesstcg.com/cards/P-A/48,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_048_EN.webp,It is born with a wondrous power that lets it bond with any kind of Pokémon.,"#48
                    
                     · Wonder Pick"
Snorlax,https://pocket.limitlesstcg.com/cards/P-A/49,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_049_EN.webp,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.","#49
                    
                     · Wonder Pick"
Mewtwo ex,https://pocket.limitlesstcg.com/cards/P-A/50,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_050_EN.webp,No Description,#50
Cyclizar,https://pocket.limitlesstcg.com/cards/P-A/51,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_051_EN.webp,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.","#51
                    
                     · Missions"
Sprigatito,https://pocket.limitlesstcg.com/cards/P-A/52,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_052_EN.webp,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,"#52
                    
                     · Premium Missions"
Floatzel,https://pocket.limitlesstcg.com/cards/P-A/53,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/P-A/P-A_053_EN.webp,"With its flotation sac inflated, it can carry people on its back. It deflates the sac before it dives.","#53
                    
                     · Promo pack"
